,listing_id,fuel_type,CarCode,extracted_fuel_type,extracted_fuel_type_standardized
15732,1027096,,11662,Petrol,petrol
15733,1006728,,MISSING,MISSING CAR CODE,
15734,1020265,,10464,Petrol,petrol
15735,996666,,MISSING,MISSING CAR CODE,
15736,1018793,,10397,Petrol,petrol
15737,1023241,,10750,Petrol,petrol
15738,1025991,,10238,Petrol,petrol
15739,1012411,diesel,11725,Diesel (Euro VI),diesel
15740,1029546,,11466,Petrol,petrol
15741,1026429,,12229,Petrol,petrol
15742,1011736,,MISSING,MISSING CAR CODE,
15743,1004834,,10089,Petrol,petrol
15744,1006018,petrol,11795,Petrol,petrol
15745,1003812,petrol-electric,11571,Petrol-Electric,petrol-electric
15746,1022319,,10503,Petrol,petrol
15747,1012484,,10503,Petrol,petrol
15748,1013127,,10685,Petrol,petrol
15749,1016361,,10076,Petrol,petrol
15750,989598,,11015,Petrol,petrol
15751,983435,,10128,Petrol,petrol
15752,970714,,MISSING,MISSING CAR CODE,
15753,1004627,,12112,Petrol,petrol
15754,1022086,,MISSING,MISSING CAR CODE,
15755,1025436,,MISSING,MISSING CAR CODE,
15756,1031319,,10777,Petrol,petrol
15757,1026075,,11745,Petrol,petrol
15758,1030219,,10778,Petrol,petrol
15759,1010762,,11610,Petrol,petrol
15760,1015159,,10180,Petrol,petrol
15761,1027784,,11531,Petrol,petrol
15762,978247,,10187,Petrol,petrol
15763,1024523,,MISSING,MISSING CAR CODE,
15764,1020556,,MISSING,MISSING CAR CODE,
15765,1009576,,10777,Petrol,petrol
15766,1010679,petrol-electric,12008,Petrol-Electric,petrol-electric
15767,1020055,diesel,11725,Diesel (Euro VI),diesel
15768,999174,petrol-electric,MISSING,MISSING CAR CODE,
15769,993560,,MISSING,MISSING CAR CODE,
15770,1011516,diesel,12610,Diesel (Euro VI),diesel
15771,1025884,,10417,Petrol,petrol
15772,989025,,11721,Petrol,petrol
15773,1017550,,12699,Petrol,petrol
15774,1028775,,10778,Petrol,petrol
15775,1030028,,11113,Petrol,petrol
15776,1025841,,10551,Petrol,petrol
15777,1023235,,10464,Petrol,petrol
15778,1028657,,11125,Petrol,petrol
15779,1018019,diesel,MISSING,MISSING CAR CODE,
15780,959497,petrol-electric,MISSING,MISSING CAR CODE,
15781,1025358,,MISSING,MISSING CAR CODE,
15782,1017711,,10184,Petrol,petrol
15783,1010091,,11799,Petrol,petrol
15784,1029805,,11321,Petrol,petrol
15785,1018113,,11583,Petrol,petrol
15786,1001376,diesel,MISSING,MISSING CAR CODE,
15787,1023401,,10397,Petrol,petrol
15788,1028726,,11775,Petrol,petrol
15789,1025852,,11953,Petrol,petrol
15790,1025827,,10526,Petrol,petrol
15791,1028491,,11731,Petrol,petrol
15792,991501,,10606,Petrol,petrol
15793,1024271,,11875,Petrol,petrol
15794,1003631,,11341,Petrol,petrol
15795,986456,,11469,Petrol,petrol
15796,1008085,,10958,Petrol,petrol
15797,1028988,,11055,Petrol,petrol
15798,1029488,,10141,Petrol,petrol
15799,1016143,diesel,MISSING,MISSING CAR CODE,
15800,1023908,,10547,Petrol,petrol
15801,1018527,,11442,Petrol,petrol
15802,1027560,,MISSING,MISSING CAR CODE,
15803,995875,,10348,Petrol,petrol
15804,1006026,,10029,Petrol,petrol
15805,1026832,,11113,Petrol,petrol
15806,1011908,,10777,Petrol,petrol
15807,1018781,,MISSING,MISSING CAR CODE,
15808,986284,diesel,11536,Diesel (Euro VI),diesel
15809,1020427,,11448,Petrol,petrol
15810,943145,,12387,Petrol,petrol
15811,1022785,,10749,Petrol,petrol
15812,1022220,,10778,Petrol,petrol
15813,1029468,,11875,Petrol,petrol
15814,991992,,11474,Petrol,petrol
15815,1023621,petrol,11795,Petrol,petrol
15816,1020595,,11448,Petrol,petrol
15817,1015359,diesel,11271,Diesel (Euro V),diesel
15818,1013363,,10685,Petrol,petrol
15819,1025169,diesel,MISSING,MISSING CAR CODE,
15820,981854,,10397,Petrol,petrol
15821,983972,electric,MISSING,MISSING CAR CODE,
15822,1023864,,11503,Petrol,petrol
15823,1026253,,12323,Petrol,petrol
15824,1023390,,MISSING,MISSING CAR CODE,
15825,1028877,,10595,Petrol,petrol
15826,1028072,,10526,Petrol,petrol
15827,1013332,,11806,Petrol,petrol
15828,996384,,11578,Petrol,petrol
15829,1023168,petrol-electric,12173,Petrol,petrol
15830,1027050,,11578,Petrol,petrol
15831,1002523,diesel,MISSING,MISSING CAR CODE,
15832,999195,,11619,Petrol,petrol
15833,1025252,,11745,Petrol,petrol
15834,1002723,,11662,Petrol,petrol
15835,1024009,,MISSING,MISSING CAR CODE,
15836,993039,petrol-electric,12212,Petrol-Electric,petrol-electric
15837,1025529,diesel,11486,Diesel (Euro V),diesel
15838,1010333,diesel,11755,Diesel (Euro VI),diesel
15839,1021767,,11447,Petrol,petrol
15840,1025716,,12229,Petrol,petrol
15841,999111,,12302,Petrol,petrol
15842,1026415,,11491,Petrol,petrol
15843,1027141,,11083,Petrol,petrol
15844,1021742,,10725,Petrol,petrol
15845,1018198,,11000,Petrol,petrol
15846,1007538,diesel,MISSING,MISSING CAR CODE,
15847,949871,petrol-electric,12729,Petrol-Electric,petrol-electric
15848,946659,,10484,Diesel (Euro IV),diesel
15849,989520,,10503,Petrol,petrol
15850,979680,,10702,Petrol,petrol
15851,1025276,,10279,Petrol,petrol
15852,1027208,diesel,11536,Diesel (Euro VI),diesel
15853,1014530,,11806,Petrol,petrol
15854,985642,,MISSING,MISSING CAR CODE,
15855,1020205,petrol,10862,Diesel (Euro V),diesel
15856,990741,,MISSING,MISSING CAR CODE,
15857,964034,,11491,Petrol,petrol
15858,1023375,petrol-electric,11787,Petrol-Electric,petrol-electric
15859,1009086,petrol-electric,12003,Petrol-Electric,petrol-electric
15860,997638,diesel,10862,Diesel (Euro V),diesel
15861,1002649,,11015,Petrol,petrol
15862,1020472,,11630,Petrol,petrol
15863,1022049,,11846,Petrol,petrol
15864,1001174,,MISSING,MISSING CAR CODE,
15865,1029806,,11474,Petrol,petrol
15866,1015637,,10725,Petrol,petrol
15867,1022497,petrol-electric,11435,Petrol,petrol
15868,1006673,,11643,Petrol,petrol
15869,983519,diesel,MISSING,MISSING CAR CODE,
15870,964896,,10526,Petrol,petrol
15871,1025037,,11491,Petrol,petrol
15872,1020570,,MISSING,MISSING CAR CODE,
15873,1009941,petrol-electric,MISSING,MISSING CAR CODE,
15874,1019213,petrol-electric,11787,Petrol-Electric,petrol-electric
15875,909619,,10595,Petrol,petrol
15876,1020557,,10685,Petrol,petrol
15877,1026033,,MISSING,MISSING CAR CODE,
15878,1021996,,11491,Petrol,petrol
15879,972284,,10975,Petrol,petrol
15880,1011129,petrol-electric,12602,Petrol-Electric,petrol-electric
15881,1017868,,10464,Petrol,petrol
15882,967688,diesel,MISSING,MISSING CAR CODE,
15883,988757,diesel,MISSING,MISSING CAR CODE,
15884,1002986,,10725,Petrol,petrol
15885,1018766,,11503,Petrol,petrol
15886,921932,,10836,Petrol,petrol
15887,984042,,MISSING,MISSING CAR CODE,
15888,1011734,,12180,Petrol,petrol
15889,1024869,,11573,Petrol,petrol
15890,1008858,petrol-electric,11571,Petrol-Electric,petrol-electric
15891,1019645,,11137,Petrol,petrol
15892,1020401,diesel,MISSING,MISSING CAR CODE,
15893,1027396,diesel,MISSING,MISSING CAR CODE,
15894,1022560,,10183,Petrol,petrol
15895,1017072,,12071,Petrol,petrol
15896,997311,diesel,11725,Diesel (Euro VI),diesel
15897,1010937,diesel,MISSING,MISSING CAR CODE,
15898,993222,,10876,Petrol,petrol
15899,1000866,petrol-electric,11752,Petrol-Electric,petrol-electric
15900,1025302,,11874,Petrol,petrol
15901,1023530,diesel,10596,Diesel (Euro V),diesel
15902,1019194,,MISSING,MISSING CAR CODE,
15903,1026978,,MISSING,MISSING CAR CODE,
15904,1030753,,11832,Petrol,petrol
15905,1024323,,10606,Petrol,petrol
15906,1019585,,MISSING,MISSING CAR CODE,
15907,1009014,diesel,11319,Diesel (Euro V),diesel
15908,1023941,diesel,11786,Diesel (Euro VI),diesel
15909,1025949,diesel,10517,Petrol,petrol
15910,1000636,,MISSING,MISSING CAR CODE,
15911,1000149,petrol-electric,11981,Petrol-Electric,petrol-electric
15912,1015397,petrol-electric,MISSING,MISSING CAR CODE,
15913,1002699,,10972,Petrol,petrol
15914,1014896,,MISSING,MISSING CAR CODE,
15915,1008917,diesel,MISSING,MISSING CAR CODE,
15916,1023165,,11341,Petrol,petrol
15917,1014990,,11442,Petrol,petrol
15918,979829,,MISSING,MISSING CAR CODE,
15919,1024626,,11705,Petrol,petrol
15920,1014134,,11386,Petrol,petrol
15921,1015188,,10180,Petrol,petrol
15922,1015323,,11448,Petrol,petrol
15923,1000229,,10381,Petrol,petrol
15924,1020601,,12351,Petrol,petrol
15925,1014576,,12302,Petrol,petrol
15926,978903,,11552,Petrol,petrol
15927,1004245,diesel,MISSING,MISSING CAR CODE,
15928,1017759,,10489,Petrol,petrol
15929,1019902,,11474,Petrol,petrol
15930,1025448,diesel,11536,Diesel (Euro VI),diesel
15931,1017251,,12395,Petrol,petrol
15932,1026632,petrol-electric,11787,Petrol-Electric,petrol-electric
15933,985151,,10526,Petrol,petrol
15934,1005713,,10417,Petrol,petrol
15935,991910,petrol-electric,MISSING,MISSING CAR CODE,
15936,988015,,11503,Petrol,petrol
15937,1023227,,10832,Petrol,petrol
15938,1002324,,10764,Petrol,petrol
15939,1027300,,12364,Petrol,petrol
15940,990957,,MISSING,MISSING CAR CODE,
15941,1017902,,MISSING,MISSING CAR CODE,
15942,1014419,,MISSING,MISSING CAR CODE,
15943,981192,,11373,Petrol,petrol
15944,999496,,11262,Petrol,petrol
15945,1014987,,MISSING,MISSING CAR CODE,
15946,1000462,petrol-electric,10876,Petrol,petrol
15947,1030570,,11015,Petrol,petrol
15948,1000558,electric,12441,Electric,electric
15949,1030695,,10180,Petrol,petrol
15950,1027862,,10678,Petrol,petrol
15951,967501,,11344,Petrol,petrol
15952,1013854,,10128,Petrol,petrol
15953,1027535,,11711,Petrol,petrol
15954,1012498,,12209,Petrol,petrol
15955,1008670,,11643,Petrol,petrol
15956,1011521,petrol,12344,Petrol,petrol
15957,1022522,,12534,Petrol,petrol
15958,1008213,,MISSING,MISSING CAR CODE,
15959,1019013,,11875,Petrol,petrol
15960,1018884,diesel,MISSING,MISSING CAR CODE,
15961,1024545,petrol-electric,MISSING,MISSING CAR CODE,
15962,992414,,11832,Petrol,petrol
15963,1024297,,11846,Petrol,petrol
15964,1012840,,11120,Petrol,petrol
15965,1000486,,11386,Petrol,petrol
15966,1007933,,11260,Petrol,petrol
15967,1027579,,11262,Petrol,petrol
15968,1029141,,10503,Petrol,petrol
15969,1018885,,11491,Petrol,petrol
15970,1007700,diesel,MISSING,MISSING CAR CODE,
15971,1001906,diesel,MISSING,MISSING CAR CODE,
15972,1028416,,10503,Petrol,petrol
15973,984334,,11082,Petrol,petrol
15974,999661,,11341,Petrol,petrol
15975,1026450,,11531,Petrol,petrol
15976,999644,,11491,Petrol,petrol
15977,1003283,,11195,Petrol,petrol
15978,1022584,,11531,Petrol,petrol
15979,988921,diesel,MISSING,MISSING CAR CODE,
15980,1019282,,10150,Petrol,petrol
15981,1026915,,10007,Petrol,petrol
15982,1017709,,11015,Petrol,petrol
15983,1029833,petrol-electric,12568,Petrol-Electric,petrol-electric
15984,1027643,,11321,Petrol,petrol
15985,1028745,,MISSING,MISSING CAR CODE,
15986,1011342,,11543,Petrol,petrol
15987,1026455,,11875,Petrol,petrol
15988,1024518,,10595,Petrol,petrol
15989,1002682,,12218,Petrol,petrol
15990,1000777,petrol-electric,12183,Petrol-Electric,petrol-electric
15991,997706,,11953,Petrol,petrol
15992,1011745,,MISSING,MISSING CAR CODE,
15993,1001108,,12209,Petrol,petrol
15994,1025703,,10777,Petrol,petrol
15995,1007739,,10464,Petrol,petrol
15996,1005607,diesel,MISSING,MISSING CAR CODE,
15997,1022134,,12334,Petrol,petrol
15998,1016483,,10841,Petrol,petrol
15999,998957,,10732,Petrol,petrol
16000,1019971,,11617,Petrol,petrol
16001,1022455,diesel,MISSING,MISSING CAR CODE,
16002,1030427,,11652,Petrol,petrol
16003,1028118,,11262,Petrol,petrol
16004,1025365,,10322,Petrol,petrol
16005,1026356,,11806,Petrol,petrol
16006,1009502,,10725,Petrol,petrol
16007,1012576,,10888,Petrol,petrol
16008,1022777,,12430,Petrol,petrol
16009,1026689,,11031,Petrol,petrol
16010,999049,,10417,Petrol,petrol
16011,1030416,electric,MISSING,MISSING CAR CODE,
16012,870407,,11435,Petrol,petrol
16013,1002713,,11811,Petrol,petrol
16014,1030763,,11321,Petrol,petrol
16015,1021748,,MISSING,MISSING CAR CODE,
16016,1010795,,MISSING,MISSING CAR CODE,
16017,1024049,,11806,Petrol,petrol
16018,1003677,,10385,Petrol,petrol
16019,983681,,10599,Petrol,petrol
16020,1026047,,MISSING,MISSING CAR CODE,
16021,1022379,,MISSING,MISSING CAR CODE,
16022,1019365,,10572,Petrol,petrol
16023,1021553,petrol-electric,MISSING,MISSING CAR CODE,
16024,1029296,,MISSING,MISSING CAR CODE,
16025,1025828,,10544,Petrol,petrol
16026,1028217,,11623,Petrol,petrol
16027,951638,diesel,12104,Diesel (Euro VI),diesel
16028,1023882,,10128,Petrol,petrol
16029,1023885,,10459,Petrol,petrol
16030,1017770,,MISSING,MISSING CAR CODE,
16031,1004991,,MISSING,MISSING CAR CODE,
16032,1016930,,10397,Petrol,petrol
16033,993711,diesel,10862,Diesel (Euro V),diesel
16034,981880,,10778,Petrol,petrol
16035,999126,diesel,12554,Diesel (Euro VI),diesel
16036,1025464,,11491,Petrol,petrol
16037,1023202,,12032,Petrol,petrol
16038,1025385,,11294,Petrol,petrol
16039,971957,,12334,Petrol,petrol
16040,991726,,MISSING,MISSING CAR CODE,
16041,1025598,diesel,10596,Diesel (Euro V),diesel
16042,926158,,MISSING,MISSING CAR CODE,
16043,1024529,petrol-electric,MISSING,MISSING CAR CODE,
16044,1023563,,10725,Petrol,petrol
16045,988251,diesel,12238,Diesel (Euro VI),diesel
16046,933197,,MISSING,MISSING CAR CODE,
16047,997669,,12374,Petrol,petrol
16048,1023251,,12508,Petrol-Electric,petrol-electric
16049,1022316,,10238,Petrol,petrol
16050,982302,,MISSING,MISSING CAR CODE,
16051,1020245,,MISSING,MISSING CAR CODE,
16052,1003069,,11846,Petrol,petrol
16053,978154,diesel,11603,Petrol,petrol
16054,995058,,12678,Petrol,petrol
16055,1029850,petrol,12859,Petrol,petrol
16056,1022924,petrol-electric,12370,Petrol-Electric,petrol-electric
16057,1027880,,12032,Petrol,petrol
16058,1021465,,10612,Petrol,petrol
16059,1014517,,11466,Petrol,petrol
16060,1029954,,11331,Petrol,petrol
16061,1013229,,MISSING,MISSING CAR CODE,
16062,1002521,,MISSING,MISSING CAR CODE,
16063,1026098,,11531,Petrol,petrol
16064,1027132,,MISSING,MISSING CAR CODE,
16065,1016648,,12071,Petrol,petrol
16066,990567,,12010,Petrol,petrol
16067,1025446,,MISSING,MISSING CAR CODE,
16068,1017201,,11491,Petrol,petrol
16069,1005783,,MISSING,MISSING CAR CODE,
16070,1026315,,11578,Petrol,petrol
16071,1017538,,10378,Petrol,petrol
16072,966342,,11832,Petrol,petrol
16073,1027137,,11846,Petrol,petrol
16074,1019510,diesel,11484,Diesel (Euro VI),diesel
16075,996400,petrol-electric,MISSING,MISSING CAR CODE,
16076,1019265,,10721,Petrol,petrol
16077,1013521,,10778,Petrol,petrol
16078,1027762,diesel,MISSING,MISSING CAR CODE,
16079,1008909,electric,MISSING,MISSING CAR CODE,
16080,1015942,,10240,Petrol,petrol
16081,983936,diesel,MISSING,MISSING CAR CODE,
16082,1000916,diesel,12641,Diesel (Euro VI),diesel
16083,1027645,diesel,11778,Diesel (Euro V),diesel
16084,1027197,,MISSING,MISSING CAR CODE,
16085,986308,,12334,Petrol,petrol
16086,1029609,diesel,10876,Petrol,petrol
16087,950287,,10832,Petrol,petrol
16088,1026941,,MISSING,MISSING CAR CODE,
16089,983074,,11469,Petrol,petrol
16090,1018012,,11294,Petrol,petrol
16091,1016457,petrol-electric,11981,Petrol-Electric,petrol-electric
16092,992999,,10385,Petrol,petrol
16093,1019208,,12334,Petrol,petrol
16094,1018207,,11705,Petrol,petrol
16095,1028770,,11148,Petrol,petrol
16096,1029947,,MISSING,MISSING CAR CODE,
16097,1020121,,11799,Petrol,petrol
16098,1029827,,10777,Petrol,petrol
16099,1021552,diesel,11536,Diesel (Euro VI),diesel
16100,1008721,,MISSING,MISSING CAR CODE,
16101,1003099,,10128,Petrol,petrol
16102,985437,,10279,Petrol,petrol
16103,1025528,,11503,Petrol,petrol
16104,981908,diesel,10597,Petrol,petrol
16105,986158,,MISSING,MISSING CAR CODE,
16106,1011404,diesel,MISSING,MISSING CAR CODE,
16107,1015046,,11721,Petrol,petrol
16108,964888,,10832,Petrol,petrol
16109,975120,,11745,Petrol,petrol
16110,991536,,MISSING,MISSING CAR CODE,
16111,993956,,11137,Petrol,petrol
16112,1022224,,MISSING,MISSING CAR CODE,
16113,978344,,12395,Petrol,petrol
16114,1011378,,12255,Petrol,petrol
16115,1016119,diesel,MISSING,MISSING CAR CODE,
16116,1027973,,10575,Petrol,petrol
16117,1014712,,11469,Petrol,petrol
16118,1026691,,MISSING,MISSING CAR CODE,
16119,1030271,,11082,Petrol,petrol
16120,993475,,11321,Petrol,petrol
16121,1012005,,11740,Petrol,petrol
16122,1011957,,11643,Petrol,petrol
16123,1023947,diesel,11536,Diesel (Euro VI),diesel
16124,1031019,,MISSING,MISSING CAR CODE,
16125,1017003,,11448,Petrol,petrol
16126,1028252,,11530,Petrol,petrol
16127,1013849,,10270,Petrol,petrol
16128,997454,,11875,Petrol,petrol
16129,1015579,,11798,Petrol,petrol
16130,1002026,,10238,Petrol,petrol
16131,1014160,diesel,11725,Diesel (Euro VI),diesel
16132,981262,,11822,Petrol,petrol
16133,1015038,,11738,Petrol,petrol
16134,1020388,,12334,Petrol,petrol
16135,1006955,,10526,Petrol,petrol
16136,1030666,,12265,Petrol,petrol
16137,1014664,,11735,Petrol,petrol
16138,1020269,diesel,MISSING,MISSING CAR CODE,
16139,1020195,,10777,Petrol,petrol
16140,1023788,,11584,Petrol,petrol
16141,1029494,,10180,Petrol,petrol
16142,969719,,MISSING,MISSING CAR CODE,
16143,971038,electric,MISSING,MISSING CAR CODE,
16144,1027655,,11530,Petrol,petrol
16145,1024533,,12492,Petrol,petrol
16146,1029099,,MISSING,MISSING CAR CODE,
16147,1021381,,10385,Petrol,petrol
16148,979691,diesel,12025,Diesel (Euro V),diesel
16149,1013121,,MISSING,MISSING CAR CODE,
16150,1030716,,10778,Petrol,petrol
16151,1028544,,11745,Petrol,petrol
16152,992642,petrol-electric,MISSING,MISSING CAR CODE,
16153,1019742,,10547,Petrol,petrol
16154,1015984,,11663,Petrol,petrol
16155,1025623,,10128,Petrol,petrol
16156,1025573,,10595,Petrol,petrol
16157,983184,,10886,Petrol,petrol
16158,1025988,diesel,11985,Diesel (Euro V),diesel
16159,968087,,11294,Petrol,petrol
16160,1019043,,MISSING,MISSING CAR CODE,
16161,979385,,MISSING,MISSING CAR CODE,
16162,1026320,diesel,12065,Diesel (Euro VI),diesel
16163,979954,,11751,Petrol,petrol
16164,1024449,,11643,Petrol,petrol
16165,1001130,,MISSING,MISSING CAR CODE,
16166,983885,,11832,Petrol,petrol
16167,1024426,,10360,Petrol,petrol
16168,1027538,,10972,Petrol,petrol
16169,1002200,,12323,Petrol,petrol
16170,1008269,petrol,11795,Petrol,petrol
16171,1019587,,11745,Petrol,petrol
16172,978865,petrol-electric,MISSING,MISSING CAR CODE,
16173,986014,,MISSING,MISSING CAR CODE,
16174,967756,diesel,11755,Diesel (Euro VI),diesel
16175,946349,,11606,Petrol,petrol
16176,1022061,,10028,Petrol,petrol
16177,1019925,,10464,Petrol,petrol
16178,1023299,,11260,Petrol,petrol
16179,1023775,,MISSING,MISSING CAR CODE,
16180,955531,petrol-electric,MISSING,MISSING CAR CODE,
16181,1017213,petrol-electric,MISSING,MISSING CAR CODE,
16182,1016317,,11832,Petrol,petrol
16183,1024489,,MISSING,MISSING CAR CODE,
16184,995664,,10097,Petrol,petrol
16185,1003690,,MISSING,MISSING CAR CODE,
16186,1018578,petrol,MISSING,MISSING CAR CODE,
16187,924674,,MISSING,MISSING CAR CODE,
16188,987007,,11927,Petrol,petrol
16189,1021010,,11195,Petrol,petrol
16190,957344,,MISSING,MISSING CAR CODE,
16191,1025158,,10032,Petrol,petrol
16192,1025320,petrol,MISSING,MISSING CAR CODE,
16193,1000100,diesel,12554,Diesel (Euro VI),diesel
16194,1022016,,11083,Petrol,petrol
16195,1030248,,11082,Petrol,petrol
16196,1028088,,11617,Petrol,petrol
16197,1030568,,10177,Petrol,petrol
16198,1008162,,11375,Petrol,petrol
16199,1022470,,11583,Petrol,petrol
16200,930728,diesel,MISSING,MISSING CAR CODE,
16201,999527,,12395,Petrol,petrol
16202,1005805,,10379,Petrol,petrol
16203,1026321,,11584,Petrol,petrol
16204,1028324,,11491,Petrol,petrol
16205,1012666,,11531,Petrol,petrol
16206,1022601,,10503,Petrol,petrol
16207,1015991,,MISSING,MISSING CAR CODE,
16208,993916,diesel,MISSING,MISSING CAR CODE,
16209,1030215,,MISSING,MISSING CAR CODE,
16210,999152,,12343,Petrol,petrol
16211,944895,,MISSING,MISSING CAR CODE,
16212,995853,,11113,Petrol,petrol
16213,993574,diesel,11755,Diesel (Euro VI),diesel
16214,1003841,,11469,Petrol,petrol
16215,1022290,,11056,Petrol,petrol
16216,1012288,,11745,Petrol,petrol
16217,993843,,MISSING,MISSING CAR CODE,
16218,1002217,,11055,Petrol,petrol
16219,1024639,,11031,Petrol,petrol
16220,991611,,11832,Petrol,petrol
16221,816669,,MISSING,MISSING CAR CODE,
16222,992270,,11120,Petrol,petrol
16223,997076,,MISSING,MISSING CAR CODE,
16224,1007072,petrol-electric,11981,Petrol-Electric,petrol-electric
16225,1025862,,10080,Petrol,petrol
16226,1029565,,10130,Petrol,petrol
16227,1015075,,MISSING,MISSING CAR CODE,
16228,1020374,,MISSING,MISSING CAR CODE,
16229,1018457,,12265,Petrol,petrol
16230,1030407,,11735,Petrol,petrol
16231,940128,diesel,10801,Diesel (Euro V),diesel
16232,1003257,petrol-electric,11557,Petrol-Electric,petrol-electric
16233,1015749,,10526,Petrol,petrol
16234,952811,,10381,Petrol,petrol
16235,1004986,,11000,Petrol,petrol
16236,1025848,,11446,Petrol,petrol
16237,1010004,diesel,11778,Diesel (Euro V),diesel
16238,1025044,,10207,Petrol,petrol
16239,1029028,,11469,Petrol,petrol
16240,1028179,,11713,Petrol-Electric,petrol-electric
16241,1024445,,10778,Petrol,petrol
16242,1024973,,10180,Petrol,petrol
16243,1029452,,11469,Petrol,petrol
16244,995434,diesel,12025,Diesel (Euro V),diesel
16245,1020558,petrol-electric,11898,Petrol-Electric,petrol-electric
16246,1031118,,11832,Petrol,petrol
16247,1005338,,MISSING,MISSING CAR CODE,
16248,1003801,,11474,Petrol,petrol
16249,1029666,,MISSING,MISSING CAR CODE,
16250,1008129,,12561,Petrol,petrol
16251,1018355,,11832,Petrol,petrol
16252,1030908,petrol,MISSING,MISSING CAR CODE,
16253,1021618,diesel,12025,Diesel (Euro V),diesel
16254,1014976,,10526,Petrol,petrol
16255,1027803,petrol-electric,11787,Petrol-Electric,petrol-electric
16256,1014438,,MISSING,MISSING CAR CODE,
16257,1019117,,10595,Petrol,petrol
16258,1001207,,11120,Petrol,petrol
16259,1011696,diesel,12610,Diesel (Euro VI),diesel
16260,1022661,,10130,Petrol,petrol
16261,1018852,,11448,Petrol,petrol
16262,1001300,,11321,Petrol,petrol
16263,1026995,,11113,Petrol,petrol
16264,1027053,,10958,Petrol,petrol
16265,999207,,11419,Petrol,petrol
16266,982842,,11491,Petrol,petrol
16267,995443,diesel,MISSING,MISSING CAR CODE,
16268,1005698,,10725,Petrol,petrol
16269,1023260,,11610,Petrol,petrol
16270,1027259,,11578,Petrol,petrol
16271,986439,diesel,11536,Diesel (Euro VI),diesel
16272,979411,,MISSING,MISSING CAR CODE,
16273,965784,,11085,Petrol,petrol
16274,1012565,,11322,Petrol,petrol
16275,1013965,,11503,Petrol,petrol
16276,1026809,petrol-electric,MISSING,MISSING CAR CODE,
16277,1024785,,11000,Petrol,petrol
16278,1014323,diesel,11170,Diesel (Euro VI),diesel
16279,953302,,MISSING,MISSING CAR CODE,
16280,1025355,,11623,Petrol,petrol
16281,1025026,,12395,Petrol,petrol
16282,958583,,10128,Petrol,petrol
16283,1011720,,11531,Petrol,petrol
16284,1018553,petrol-electric,11981,Petrol-Electric,petrol-electric
16285,1024274,,11530,Petrol,petrol
16286,1023624,,10180,Petrol,petrol
16287,986041,diesel,12066,Diesel (Euro VI),diesel
16288,919795,,11055,Petrol,petrol
16289,1014446,petrol-electric,MISSING,MISSING CAR CODE,
16290,1019374,,11584,Petrol,petrol
16291,1021073,,11414,Petrol,petrol
16292,1001779,,11578,Petrol,petrol
16293,989440,,11731,Petrol,petrol
16294,1024788,,11806,Petrol,petrol
16295,1013331,diesel,MISSING,MISSING CAR CODE,
16296,1001231,,10482,Petrol,petrol
16297,1002033,,11721,Petrol,petrol
16298,1026108,,11584,Petrol,petrol
16299,1028977,,11530,Petrol,petrol
16300,1006208,diesel,11725,Diesel (Euro VI),diesel
16301,1027288,diesel,MISSING,MISSING CAR CODE,
16302,1005172,diesel,11536,Diesel (Euro VI),diesel
16303,921142,,11745,Petrol,petrol
16304,967988,,MISSING,MISSING CAR CODE,
16305,999957,,10381,Petrol,petrol
16306,1006325,petrol-electric,11981,Petrol-Electric,petrol-electric
16307,1009029,,12275,Petrol,petrol
16308,1027766,diesel,11536,Diesel (Euro VI),diesel
16309,1004331,,MISSING,MISSING CAR CODE,
16310,1013871,,10397,Petrol,petrol
16311,1025462,,MISSING,MISSING CAR CODE,
16312,1013792,,10207,Petrol,petrol
16313,1029459,petrol-electric,11787,Petrol-Electric,petrol-electric
16314,999387,,10713,Petrol,petrol
16315,1027674,,11103,Petrol,petrol
16316,1013020,,11120,Petrol,petrol
16317,1018728,,10503,Petrol,petrol
16318,1017818,,11552,Petrol,petrol
16319,1027741,,10526,Petrol,petrol
16320,1017463,,11875,Petrol,petrol
16321,988860,,11349,Petrol,petrol
16322,1021005,,12179,Petrol,petrol
16323,1005492,,MISSING,MISSING CAR CODE,
16324,1014521,,11056,Petrol,petrol
16325,1020169,,11260,Petrol,petrol
16326,1006205,,11095,Petrol,petrol
16327,1011529,diesel,12610,Diesel (Euro VI),diesel
16328,985124,,11448,Petrol,petrol
16329,961431,diesel,MISSING,MISSING CAR CODE,
16330,984420,,MISSING,MISSING CAR CODE,
16331,1021093,,10007,Petrol,petrol
16332,1027460,,11448,Petrol,petrol
16333,988684,petrol-electric,11752,Petrol-Electric,petrol-electric
16334,1010863,,11875,Petrol,petrol
16335,1009975,,10777,Petrol,petrol
16336,1030296,diesel,MISSING,MISSING CAR CODE,
16337,977226,,10732,Petrol,petrol
16338,999420,,12334,Petrol,petrol
16339,972445,,10464,Petrol,petrol
16340,993224,,MISSING,MISSING CAR CODE,
16341,1027191,,MISSING,MISSING CAR CODE,
16342,1007555,,MISSING,MISSING CAR CODE,
16343,1015262,,11306,Petrol,petrol
16344,1023872,,11306,Petrol,petrol
16345,1022076,,11466,Petrol,petrol
16346,993437,,10207,Petrol,petrol
16347,1030634,,11000,Petrol,petrol
16348,974113,diesel,10862,Diesel (Euro V),diesel
16349,1028781,,11531,Petrol,petrol
16350,981129,,11749,Petrol,petrol
16351,1028860,,10150,Petrol,petrol
